매물코드,지역코드,지역명,매물정보,매물방식,주거형태,면적,층,특이사항,확인매물,거래가액,월세,태그,부동산,매물방향
2115423720,1144012200,마포구 ,DOC,월세,원룸,23,4/5,같은건물의 좀 넓은방도 있어요. 2천만에45만원.3천만에40만,21.06.14.,"1,000",50,"['10년이내', '융자금적은', '역세권']",거북공인중개사사무소,동향
2115391302,1144011400,마포구 ,DOC,월세,원룸,23,3/5,대로변 .깨끗하게관리잘되는집,21.06.14.,"1,000",50,"['25년이내', '융자금없는', '역세권']",까치공인중개사,남서향
2115469527,1144012300,마포구 ,DOC,월세,원룸,39,1/3,NaN,21.06.14.,"2,000",75,"['25년이상', '융자금없는', '1층', '화장실한개']",유공인중개사사무소,남향
2113591134,1144012200,마포구 ,SITE,월세,원룸,29,-1/3,베란다 있고 깨끗한 원룸 즉시 입주가능,21.05.27.,"1,000",27,"['25년이내', '융자금없는', '역세권']",효성해링턴 공인중개사사무소,남서향
2115502205,1144012400,마포구 ,DOC,월세,원룸,45,1/3,전용 8  깨끗한원룸 관리잘되고 홍대역가까운곳  직장인들있어 조용함,21.06.15.,500,55,"['25년이내', '융자금없는', '역세권', '1층']",우리(단지내)힐스테이트공인중개사사무소,남동향
2115506484,1144012300,마포구 ,DOC,월세,원룸,96,3/4,역세권이며 조용해요 풀옵션  가성비굿,21.06.15.,"1,000",45,"['융자금없는', '역세권', '화장실한개']",대림공인중개사사무소,남향
2115369244,1144010800,마포구 ,DOC,월세,원룸,35,5/5,대흥동 넓은 원룸 저렴하고 귀한 몇개 없는 나만의 주거공간,21.06.14.,"1,000",65,"['2년이내', '융자금없는', '역세권', '소형평수']",주식회사어반부동산중개법인,남서향
2115334248,1144012000,마포구 ,DOC,월세,원룸,26,고/4,"홍대역인근 넓은원룸,베란다,무료주차",21.06.14.,"1,000",55,"['25년이내', '융자금없는', '역세권']",수부동산공인중개사사무소,남서향
2115388926,1144012000,마포구 ,DOC,월세,원룸,35,중/3,ㄷ자대형원룸베란다큰화장실분리된공간,21.06.14.,"1,000",55,"['25년이내', '융자금적은', '화장실한개']",주식회사집토스부동산중개(분사무소),북향
2115395754,1144011400,마포구 ,DOC,월세,원룸,23,4/5,리모델링올수리해 깨끗한집,21.06.14.,"1,000",50,"['25년이상', '융자금없는', '올수리']",까치공인중개사,남향
2115454120,1144012300,마포구 ,DOC,월세,원룸,44,3/4,마포구청역세권 전용넓은 오픈형 원룸,21.06.14.,"1,000",65,"['15년이내', '융자금없는', '역세권']",부동산어울림공인중개사사무소,남향
2115461406,1144012400,마포구 ,DOC,월세,원룸,25,2/5,하루 종일 채광 좋은 남향 원룸,21.06.14.,"1,000",73,"['10년이내', '융자금없는', '화장실한개']",SM공인중개사사무소,남서향
2115445596,1144012000,마포구 ,DOC,월세,원룸,26,2/3,리모델링 선착순 역세권 넓고 밝은방,21.06.14.,"1,000",55,"['25년이내', '융자금없는', '역세권', '소형평수']",레트로부동산공인중개사사무소,남향
2116100354,1144010900,마포구 ,DOC,월세,원룸,26,4/4,NaN,21.06.21.,"2,000",50,"['25년이내', '융자금없는', '역세권', '소형평수']",천리안공인중개사,남동향
2116036248,1144011500,마포구 ,DOC,월세,원룸,30,중/15,신축 상수 광흥창역세권 청년주택,21.06.21.,1억 800,55,"['2년이내', '융자금없는', '역세권', '소형평수']",효성해링턴 공인중개사사무소,남동향
2113615029,1144011100,마포구 ,SITE,월세,원룸,26,2/5,광흥창역 대흥역세권 주차가능한 풀옵신축 원룸,21.05.27.,"1,000",60,"['2년이내', '융자금없는', '화장실한개']",효성해링턴 공인중개사사무소,남동향
2114389416,1144011100,마포구 ,OWNER,월세,원룸,16,3/5,리모델링 서강대정문 삼익정문앞 방넓고 베란다 있는 솔로몬하우스,21.06.03.,"1,000",55,"['융자금없는', '역세권', '소형평수']",신촌숲채움공인중개사사무소,남향
2114356413,1144010800,마포구 ,OWNER,월세,원룸,28,1/3,이대역5분 밝고 저렴한 풀옵션 분리형원룸,21.06.03.,500,45,"['25년이상', '융자금없는', '역세권']",OK공인중개사사무소,남서향
2115402581,1144012400,마포구 ,DOC,월세,원룸,26,2/4,홍대입구역 도보 10분 공원옆 즉시입주가능 신축급원룸,21.06.14.,"1,000",60,"['4년이내', '융자금없는', '화장실한개']",유일공인중개사사무소,남향
2115917023,1144012000,마포구 ,DOC,월세,원룸,30,4/5,"에어컨, 가스렌지,냉장고,세탁기",21.06.21.,500,55,"['25년이내', '융자금없는', '역세권', '화장실한개']",뉴타운공인중개사,남향
2116008847,1144010900,마포구 ,DOC,월세,원룸,14,저/5,"대흥역역세권, 신축빌라, 저렴한 월세,소형 개인사무실",21.06.21.,"1,000",30,"['융자금없는', '역세권', '소형평수']",삼정에이스공인중개사사무소,동향
2114413413,1144012500,마포구 ,OWNER,월세,원룸,23,2/5,가계약 되었습니다. 감사합니다.,21.06.03.,"1,000",50,"['10년이내', '융자금없는', '화장실한개']",부동산1번지공인중개사사무소,남서향
2115398647,1144012500,마포구 ,DOC,월세,원룸,15,2/4,가좌역 역세권 신축건물 풀옵션 저렴한 성산동 월세,21.06.14.,"5,000",25,"['4년이내', '융자금없는', '소형평수']",영웅공인중개사사무소,남향
2115439816,1144012500,마포구 ,DOC,월세,원룸,31,2/5,가좌역 도보1분거리. 풀옵션 원룸,21.06.14.,"1,000",60,"['4년이내', '융자금없는', '역세권']",오직공인중개사사무소,남동향
2115399136,1144012000,마포구 ,DOC,월세,원룸,10,3/3,망원역 도보 5분 단독 테라스 사용가능한 분리형 원룸 옥탑,21.06.14.,"1,000",70,"['25년이상', '융자금없는', '테라스']",영웅공인중개사사무소,북동향
2114240223,1144012300,마포구 ,OWNER,월세,원룸,26,2/3,빠른입주 넓은오픈형 원룸,21.06.02.,"1,000",45,"['25년이내', '융자금없는', '역세권']",마포우리공인중개사사무소,남향
2114305374,1144012300,마포구 ,OWNER,월세,원룸,17,1/5,주차가능한 저렴한 원룸 월세,21.06.02.,"1,000",40,"['15년이내', '융자금없는', '1층']",오르는공인중개사사무소,남서향
2113941644,1144010800,마포구 ,MOBL,월세,원룸,9,4/5,"공덕역10분, 대흥역1분,서강대5분 거리 풀옵션 원룸형개인실 내놓아요",21.05.31.,55,55,"['10년이내', '융자금없는', '역세권']",-,남향
2112854965,1144010800,마포구 ,SITE,월세,원룸,16,4/5,즉시입주 가능한 초 신축 원룸입니다.,21.05.25.,"1,000",55,"['융자금없는', '테라스', '역세권']",리버웰삼성공인,남향
2115324770,1144010800,마포구 ,DOC,월세,원룸,14,3/4,서강대 후문 풀옵션 오픈 원룸,21.06.12.,"1,000",60,"['융자금없는', '역세권', '화장실한개']",자이플러스공인중개사사무소,서향
2115327305,1144012200,마포구 ,DOC,월세,원룸,34,3/3,합정역세권 전용 넓고 깔끔한 풀옵션 원룸,21.06.12.,"1,000",50,"['25년이내', '융자금없는', '역세권']",롯데공인중개사사무소,남동향
2115326430,1144010400,마포구 ,DOC,월세,원룸,24,12/22,"빠른입주,역세권 대로변 신축오피스텔",21.06.12.,"1,000",95,"['융자금없는', '역세권', '소형평수']",공덕신영부동산,동향
2115324723,1144010800,마포구 ,DOC,월세,원룸,14,중/4,서강대 후문 풀옵션 원룸,21.06.12.,"1,000",60,"['융자금없는', '역세권', '소형평수']",자이플러스공인중개사사무소,남서향
2115322015,1144011000,마포구 ,DOC,월세,원룸,22,10/14,신촌대로 깔끔한 도시형생활주택,21.06.12.,"3,000",50,"['10년이내', '융자금적은', '역세권']",포스빌공인중개사,북동향
2115324672,1144010800,마포구 ,DOC,월세,원룸,14,2/4,서강대 후문 풀옵션 오픈 원룸,21.06.12.,"1,000",60,"['융자금없는', '역세권', '화장실한개']",자이플러스공인중개사사무소,서향
2115310083,1144012100,마포구 ,DOC,월세,원룸,21,4/4,역세권 원룸 월세,21.06.12.,"3,000",40,"['25년이상', '융자금없는', '역세권']",청록공인중개사사무소,북서향
2115260000,1144012400,마포구 ,DOC,월세,원룸,23,3/5,신축급 풀옵션 분리형 원룸,21.06.12.,"1,000",60,"['10년이내', '융자금없는', '화장실한개']",자연공인중개사사무소,동향
2115267180,1144012200,마포구 ,DOC,월세,원룸,21,5/5,S급원룸 풀옵 엘베유 현관보안 주차가 8월말,21.06.12.,"1,000",65,"['10년이내', '융자금없는', '화장실한개']",초록공인중개사사무소,남향
2115315345,1144012100,마포구 ,DOC,월세,원룸,19,8/8,"BDB홍대입구역 소규모 파티룸, 음악작업실 가능, 주거가능한 공간",21.06.12.,"1,000",110,"['10년이내', '융자금없는', '역세권']",비디비 부동산중개사무소,북서향
2115286088,1144010900,마포구 ,DOC,월세,원룸,20,저/4,"대흥역3분,깔끔한 풀옵션 원룸,빠른입주가능,주차가능",21.06.12.,"1,000",50,"['융자금없는', '역세권', '화장실한개', '소형평수']",카카오부동산공인중개사사무소,남서향
2115135317,1144012000,마포구 ,DOC,월세,원룸,19,고/3,"홍대역앞 깨끗한원룸,베란다",21.06.11.,500,53,"['25년이내', '융자금없는', '역세권']",수부동산공인중개사사무소,북서향
2115215228,1144012000,마포구 ,DOC,월세,원룸,18,고/4,망원역세권원룸 월세,21.06.11.,"2,000",40,"['10년이내', '역세권', '화장실한개', '소형평수']",MT공인중개사사무소,서향
2115196543,1144010900,마포구 ,DOC,월세,원룸,29,4/4,이대역 도보 3분 대로변 분리형 원룸,21.06.11.,500,50,"['25년이상', '융자금없는', '역세권']",이화공인중개사사무소,동향
2115245888,1144012400,마포구 ,DOC,월세,원룸,165,2/4,연트럴파크와 연남동 꽃길 인근 깨끗하고 넓은 풀옵션 원룸입니다.,21.06.11.,"1,000",68,"['25년이내', '융자금없는', '화장실한개']",홍대연남공인중개사사무소,북서향
2115214637,1144012300,마포구 ,DOC,월세,원룸,18,4/5,엎어지면 망원역 가성비 원룸,21.06.11.,"1,000",53,"['10년이내', '융자금없는', '역세권']",레트로부동산공인중개사사무소,남동향
2115179337,1144012200,마포구 ,DOC,월세,원룸,25,고/5,특S급 넓은원룸 엘베有 채광굿 보안,21.06.11.,"2,000",60,"['10년이내', '융자금없는', '소형평수']",초록공인중개사사무소,남서향
2115187727,1144011100,마포구 ,DOC,월세,원룸,20,중/5,공실 하시입주 광흥창역 초역세권 풀옵션 홍대 서강대5분 밝고 깨끗한 원룸,21.06.11.,500,50,"['10년이내', '융자금없는', '역세권', '화장실한개']",대신공인중개사사무소,남향
2115196726,1144010800,마포구 ,DOC,월세,원룸,19,2/4,이대역 도보 6분 저렴한 여성전용 원룸,21.06.11.,300,35,"['25년이상', '융자금없는', '역세권']",이화공인중개사사무소,남향
2115168262,1144010900,마포구 ,DOC,월세,원룸,58,3/3,"즉시입주가능, 여성분만, 입주자 모두 여성분, 초역세권 이대역 3분거리",21.06.11.,300,40,"['15년이내', '융자금없는', '역세권']",대박공인중개사사무소,서향
2115141094,1144011500,마포구 ,DOC,월세,원룸,19,2/4,홍대후문앞 리모델링된 깨끗한 원룸,21.06.11.,"1,000",54,"['25년이상', '융자금없는', '역세권']",수부동산공인중개사사무소,북서향
2114052747,1144012000,마포구 ,OWNER,월세,원룸,39,-1/2,방음시설 되어있는 2룸 너무시끄럽지 않은 음악실 가능합니다,21.05.31.,"1,000",60,"['25년이상', '융자금없는', '역세권']",효성해링턴 공인중개사사무소,남서향
2115196474,1144012400,마포구 ,DOC,월세,원룸,31,2/4,아주 넓은 양 베란다 원룸 입니다,21.06.11.,"1,000",68,"['25년이내', '융자금없는', '화장실한개']",SM공인중개사사무소,북동향
2115214735,1144012500,마포구 ,DOC,월세,원룸,26,중/7,신축급 오피스텔느낌 갓성비 엘유,21.06.11.,"1,000",55,"['15년이내', '융자금없는', '소형평수']",레트로부동산공인중개사사무소,동향
2115078755,1144011000,마포구 ,DOC,월세,원룸,23,5/5,전세자금대출가능 즉시입주 풀옵션 실방사진 보증금3000가능,21.06.10.,"2,000",25,"['25년이내', '융자금없는', '역세권']",신촌우리공인중개사사무소,남동향
2115108661,1144012400,마포구 ,DOC,월세,원룸,20,3/5,홍대 역세권 연트럴파크 풀옵션 원룸,21.06.10.,"1,000",54,"['10년이내', '융자금없는', '소형평수']",연남수공인중개사사무소,남동향
2115049729,1144012500,마포구 ,DOC,월세,원룸,26,4/6,마포구청역5분 엘베있는 원룸,21.06.10.,"1,000",40,"['25년이내', '융자금없는', '역세권']",글로리부동산공인중개사사무소,북향
2115188864,1144012400,마포구 ,DOC,월세,원룸,44,2/4,연남동 엄청 넓은 원룸 소개합니다.,21.06.11.,"1,000",70,"['25년이내', '융자금없는', '소형평수']",세하공인중개사사무소,북서향
2115085717,1144012000,마포구 ,DOC,월세,원룸,18,3/4,"가성비 최고,저렴한 월세,깔끔한 내부,단기",21.06.10.,"1,000",50,"['15년이내', '화장실한개', '소형평수']",부동산톡공인중개사사무소,북동향
2115080147,1144012100,마포구 ,DOC,월세,원룸,22,2/5,넓고 채광좋은방 풀옵션 상태양호 즉시입주가능,21.06.10.,"1,000",50,"['25년이내', '융자금없는', '역세권']",신촌우리공인중개사사무소,동향
2115212102,1144012500,마포구 ,DOC,월세,원룸,76,저/3,가성비 너무나 좋은 풀옵션 원룸,21.06.11.,500,50,"['10년이내', '융자금없는', '역세권']",홍대헤라공인중개사무소,남서향
2115073184,1144012100,마포구 ,DOC,월세,원룸,21,4/5,NaN,21.06.10.,"1,000",60,"['15년이내', '융자금없는', '역세권']",신사공인중개사사무소,남서향
2115127741,1144012300,마포구 ,DOC,월세,원룸,26,중/5,리얼 A급 1등 강력추천 매물 신축급 평수 굿,21.06.10.,"1,000",60,"['10년이내', '융자금없는', '역세권']",레트로부동산공인중개사사무소,동향
2115073415,1144012400,마포구 ,DOC,월세,원룸,29,2/5,홍대 연남동 풀옵션 내부 완벽한 원룸,21.06.10.,"2,000",70,"['25년이내', '융자금없는', '역세권']",신사공인중개사사무소,남향
2115038741,1144012500,마포구 ,DOC,월세,원룸,26,2/4,"지상원룸, 저렴한 월세에 주차가 가능합니다 10년전 금액그대로",21.06.10.,500,40,"['25년이내', '융자금없는', '역세권']",베스트공인중개사사무소,북서향
2115073577,1144012400,마포구 ,DOC,월세,원룸,80,3/4,"연남동 신축, 엘베있는 원룸",21.06.10.,"1,000",60,"['4년이내', '융자금없는', '방한개']",신사공인중개사사무소,남서향
2115044773,1144012400,마포구 ,DOC,월세,원룸,22,저/3,역세권 풀옵션 원룸,21.06.10.,500,55,"['25년이내', '융자금없는', '역세권']",하나공인중개사,남서향
2115046865,1144012300,마포구 ,DOC,월세,원룸,21,4/5,마포구청역5분 풀옵션 원룸,21.06.10.,"1,000",50,"['25년이내', '융자금없는', '역세권']",글로리부동산공인중개사사무소,서향
2115034564,1144012600,마포구 ,DOC,월세,원룸,23,3/7,el있는 복층 풀옵션원룸 하시입주 가좌역세권,21.06.10.,500,45,"['25년이내', '융자금없는', '역세권', '복층']",청록공인중개사 사무소,남서향
2113938324,1144011100,마포구 ,OWNER,월세,원룸,115,5/24,신촌숲아이파크 아파트 분리세대 풀옵션원룸.막힘없는 개방감,21.05.30.,"2,000",90,"['융자금없는', '역세권', '방한개', '화장실한개']",신촌숲아이파크스마일부동산,동향
2115079975,1144012200,마포구 ,DOC,월세,원룸,29,중/7,가성비 무엇나혼자 싼방선착순 더블 역세권 고.퀄,21.06.10.,"1,000",60,"['25년이내', '융자금없는', '역세권']",온누리공인중개사사무소,동향
2115053593,1144010400,마포구 ,DOC,월세,원룸,102,3/5,깨끗한 신축 풀옵션 원룸 가원재 3층,21.06.10.,"3,000",50,"['4년이내', '융자금없는', '역세권']",집스부동산중개주식회사(Zeeps),동향
2115131318,1144012500,마포구 ,DOC,월세,원룸,19,-1/3,"월세저렴, 조용한 성산동 주택가 위치, 분리형 구조의 풀옵션 1.5룸",21.06.10.,500,30,"['25년이상', '융자금없는', '화장실한개']",JOY공인중개사사무소,남서향
2115107209,1144012300,마포구 ,DOC,월세,원룸,50,-1/3,"망원역 역세권, 망리단길에 있는 깨끗하고, 깔끔한 풀옵션 주택 1.5룸",21.06.10.,"1,000",35,"['25년이상', '융자금없는', '역세권']",JOY공인중개사사무소,남동향
2114941478,1144012400,마포구 ,DOC,월세,원룸,26,2/4,연남동 신축급 풀옵션 원룸,21.06.09.,"1,000",70,"['4년이내', '융자금없는', '화장실한개']",홍대코오롱 공인중개사사무소,동향
2114984589,1144012200,마포구 ,DOC,월세,원룸,22,5/5,역세권 풀옵션 전용있는 원룸,21.06.09.,"1,000",50,"['25년이상', '융자금없는', '역세권', '화장실한개']",재테크공인중개사사무소,남향
2114980586,1144012200,마포구 ,DOC,월세,원룸,29,2/3,전용넓은 분리형원룸 풀옵션,21.06.09.,"1,000",50,"['25년이상', '융자금없는', '화장실한개']",재테크공인중개사사무소,남향
2114994906,1144012300,마포구 ,DOC,월세,원룸,16,4/5,망원역세권 보증금 조절 가능 하시입주,21.06.09.,"3,000",40,"['10년이내', '융자금없는', '역세권', '소형평수']",GS공인중개사,동향
2115001947,1144012100,마포구 ,DOC,월세,원룸,18,2/2,홍대역 3번 출구에서 도보로 3분 거리 위치한 원룸입니다,21.06.09.,500,35,"['25년이상', '융자금없는', '역세권', '화장실한개']",다우부동산중개사사무소,남동향
2114918724,1144010400,마포구 ,DOC,월세,원룸,29,2/4,NaN,21.06.09.,"1,000",60,"['25년이상', '융자금없는', '역세권', '소형평수']",현대공인중개사사무소,남향
2114915950,1144010400,마포구 ,DOC,월세,원룸,29,1/3,공덕역 도보2분 초역세권 도배.장판및 내부수리,21.06.09.,"1,000",40,"['25년이내', '융자금없는', '역세권', '1층']",현대공인중개사사무소,남서향
2114945548,1144011000,마포구 ,DOC,월세,원룸,26,중/7,지하철2호선 신촌역 도보3분  풀옵션원룸 ,21.06.09.,"7,000",20,"['10년이내', '융자금없는', '역세권']",현대공인중개사사무소,동향
2115012196,1144012100,마포구 ,DOC,월세,원룸,29,중/5,홍대입구역 도보5분 깨끗함 분리형 원룸 빠른 입주 주차가능 엘리베이터 유,21.06.09.,"1,000",60,"['10년이내', '융자금없는', '역세권']",에이스공인중개사사무소,남서향
2114916564,1144011500,마포구 ,DOC,월세,원룸,33,2/3,상수역 도보 5분거리 넓은원룸,21.06.09.,"1,000",57,"['25년이내', '융자금없는', '역세권']",홍대원 공인중개사사무소,북동향
2114938496,1144012000,마포구 ,DOC,월세,원룸,38,5/6,망원역 3분 엘베있는 큰방,21.06.09.,"1,000",60,"['25년이내', '융자금없는', '역세권']",글로리부동산공인중개사사무소,서향
2114917056,1144012400,마포구 ,DOC,월세,원룸,20,-1/3,즉시입주가능 내부깔끔해요,21.06.09.,500,35,"['25년이내', '융자금없는', '화장실한개']",바로공인중개사사무소,남향
2114956176,1144012600,마포구 ,DOC,월세,원룸,25,2/5,NaN,21.06.09.,"2,000",55,"['10년이내', '융자금없는', '역세권', '소형평수']",월드공인중개사,남향
2113870762,1144012300,마포구 ,OWNER,월세,원룸,28,3/5,아주넓은 오픈형. 통베란다,21.05.29.,"2,000",60,"['25년이내', '융자금없는', '역세권']",마포우리공인중개사사무소,동향
2113866471,1144012500,마포구 ,OWNER,월세,원룸,28,1/5,넓은 신축급 풀옵션원룸,21.05.29.,"3,000",50,"['10년이내', '융자금없는', '1층']",부동산뉴스공인,남서향
2115592262,1144012200,마포구 ,DOC,월세,원룸,28,고/6,당인리 발전소 인근 밝고 전용 넓은 복층 원룸,21.06.16.,"1억 1,000",20,"['25년이내', '융자금없는', '역세권']",효성해링턴 공인중개사사무소,남향
2113878617,1144011100,마포구 ,OWNER,월세,원룸,16,5/5,서강대역1분거리 올리모델링 배렌다 있음,21.05.29.,"3,000",45,"['25년이내', '융자금없는', '역세권']",현대아이파크공인중개사사무소,남향
2115528697,1144011400,마포구 ,DOC,월세,원룸,24,-1/3,"보증금상향,대출가능원룸풀옵션",21.06.16.,"5,000",25,"['25년이상', '융자금적은', '역세권']",주식회사집토스부동산중개(분사무소),남향
2115656176,1144011000,마포구 ,DOC,월세,원룸,23,중/6,"내,외관이 깨끗하고 예쁜 신축급 풀옵션 복층형 원룸",21.06.16.,"1,000",70,"['10년이내', '융자금없는', '역세권']",현대공인중개사사무소,남향
2115014543,1144012400,마포구 ,DOC,월세,원룸,26,중/5,도시형생활주택,21.06.09.,"5,000",30,"['10년이내', '융자금적은', '소형평수']",스타랜드공인중개사사무소,남동향
2113860454,1144012300,마포구 ,OWNER,월세,원룸,14,3/6,역세권 마포구청역 월세가 저렴한 원룸,21.05.29.,"1,000",35,"['25년이내', '융자금없는', '역세권']",명성공인중개사사무소,남서향
2114870360,1144012400,마포구 ,DOC,월세,원룸,23,3/5,홍대 역세권 연트럴파크 연남동 소재한 저렴한 원룸,21.06.08.,500,50,"['10년이내', '융자금없는', '소형평수']",영웅공인중개사사무소,서향
2114927585,1144012000,마포구 ,DOC,월세,원룸,50,5/6,"초역세권 6호선 망원역 2분거리, 평수 진짜넓고, 채광짱인 1.5룸",21.06.09.,"1,000",60,"['25년이내', '융자금없는', '역세권']",JOY공인중개사사무소,남동향
2114801070,1144012400,마포구 ,DOC,월세,원룸,46,1/3,풀옵션원룸,21.06.08.,500,57,"['25년이상', '융자금없는', '역세권']",바로공인중개사사무소,동향
2114979988,1144012300,마포구 ,DOC,월세,원룸,50,2/2,"월세저렴, 조용한 망원 주택가위치, 넓고 깨끗한 분리형 1.5룸",21.06.09.,"1,000",47,"['25년이상', '융자금없는', '화장실한개']",JOY공인중개사사무소,남서향
2114999497,1144010400,마포구 ,DOC,월세,원룸,119,2/5,즉시입주가능. 깨끗한 신축 원룸 가원재 2층,21.06.09.,"1,000",60,"['4년이내', '융자금없는', '역세권']",집스부동산중개주식회사(Zeeps),서향
2114869988,1144012000,마포구 ,DOC,월세,원룸,25,2/3,"넓은 방,풀옵션,고급빌라분위기",21.06.08.,"1,000",65,"['25년이내', '융자금없는', '역세권']",부동산톡공인중개사사무소,동향
2114869803,1144011100,마포구 ,DOC,월세,원룸,34,중/5,전철역 5분거리 넓은방 채광굿 ,21.06.08.,"4,000",30,"['융자금없는', '역세권', '화장실한개', '소형평수']",현대공인중개사사무소,남동향
2114881559,1144012000,마포구 ,DOC,월세,원룸,22,-1/3,"망원역이면 도보1분, 무옵션, 입주협의, 반지층, 깨끗합니다.",21.06.08.,"3,500",6,"['25년이내', '융자금없는', '역세권', '소형평수']",홍익 공인중개사사무소,동향
2114927776,1144012300,마포구 ,DOC,월세,원룸,50,-1/2,"6호선 망원역 5분, 역세권 평수 진짜 넓고, 깔끔한 1.5룸 공개",21.06.09.,"1,000",37,"['25년이상', '융자금없는', '역세권']",JOY공인중개사사무소,남서향
2114927684,1144012300,마포구 ,DOC,월세,원룸,50,5/5,NaN,21.06.09.,"1,000",50,"['10년이내', '융자금없는', '역세권']",JOY공인중개사사무소,남향
2114896174,1144012300,마포구 ,DOC,월세,원룸,16,3/5,바로 입주 가능한 오픈형 풀옵션 원룸입니다.,21.06.08.,"1,000",40,"['15년이내', '융자금없는', '역세권']",정우공인중개사사무소,북동향
2114852615,1144011400,마포구 ,DOC,월세,원룸,26,-1/2,"분리형 원룸,파격적인 월세,수리됨",21.06.08.,"1,000",35,"['25년이상', '융자금없는', '역세권']",부동산톡공인중개사사무소,남동향
2114876961,1144011000,마포구 ,DOC,월세,원룸,67,7/8,주소이전가능 베란다 있는 구조,21.06.08.,"1,000",68,"['25년이내', '융자금없는', '역세권']",신촌소망부동산공인중개사사무소,북서향
2114837872,1144012200,마포구 ,DOC,월세,원룸,43,4/5,신축급 분리형원룸 빌트인풀옵 즉시입주 채광굿 주차가,21.06.08.,"3,000",90,"['10년이내', '융자금없는', '소형평수']",초록공인중개사사무소,북서향
2114921379,1144010700,마포구 ,DOC,월세,원룸,181,중/3,"마포역 도보5분, 채광 잘되는 원룸, 풀옵션, 주차가능",21.06.09.,"3,000",45,"['25년이내', '융자금없는', '역세권']",집스부동산중개주식회사(Zeeps),남향
2114927614,1144012000,마포구 ,DOC,월세,원룸,50,3/6,"초역세권 6호선 망원역 2분거리, 평수 진짜넓고, 채광짱인 1.5룸",21.06.09.,"1,000",60,"['25년이내', '융자금없는', '역세권']",JOY공인중개사사무소,남동향
2114810973,1144012600,마포구 ,DOC,월세,원룸,32,3/3,NaN,21.06.08.,"1,000",38,"['25년이내', '융자금적은', '역세권', '화장실한개']",청록공인중개사 사무소,남서향
2114846004,1144012000,마포구 ,DOC,월세,원룸,28,2/3,"내부 넓은 원룸,월세저렴,베란다",21.06.08.,"1,000",58,"['25년이내', '융자금없는', '역세권']",부동산톡공인중개사사무소,남향
2114857164,1144012300,마포구 ,DOC,월세,원룸,16,3/6,마포구청역5분 원룸 엘베,21.06.08.,"1,000",35,"['25년이내', '융자금없는', '역세권']",글로리부동산공인중개사사무소,서향
2113892713,1144012200,마포구 ,OWNER,월세,원룸,27,-1/3,강력 추천 원룸 가성비 좋은 원룸,21.05.29.,"1,000",27,"['25년이내', '융자금없는', '역세권']",합정공인중개사사무소,남동향
2113764201,1144012700,마포구 ,OWNER,월세,원룸,30,3/5,엘베있는 넓은 풀옵션 원룸,21.05.28.,"1,000",60,"['25년이내', '융자금없는', '역세권']",연일공인중개사,서향
2115548209,1144011400,마포구 ,DOC,월세,원룸,29,2/5,실방사진 내부 넓은 원룸 경의선 숲길 공원 인근,21.06.15.,"1,000",50,"['25년이내', '융자금없는', '역세권']",신촌소망부동산공인중개사사무소,남서향
2113754331,1144012400,마포구 ,OWNER,월세,원룸,28,4/5,홍대역 도보10분 풀옵션 넓은 원룸,21.05.28.,"1,500",55,"['융자금없는', '화장실한개', '소형평수']",부동산1번지공인중개사사무소,북동향
2113768271,1144012500,마포구 ,OWNER,월세,원룸,31,-1/3,내부상태 깔끔 전용넓고 채광있는 반지층 분리형 원룸,21.05.28.,500,45,"['25년이내', '융자금없는', '역세권', '화장실한개']",명성공인중개사사무소,남서향
2113840025,1144012700,마포구 ,OWNER,월세,원룸,46,5/6,풀옵션.2룸.엘베.주차,21.05.28.,"1,000",80,"['25년이내', '융자금없는', '역세권']",연일공인중개사,남동향
2114736163,1144011500,마포구 ,DOC,월세,원룸,16,2/5,홍대후문 도보1분 반전세 원룸,21.06.07.,"1,000",50,"['10년이내', '융자금없는', '역세권']",홍대원 공인중개사사무소,동향
2114772136,1144012300,마포구 ,DOC,월세,원룸,17,3/6,엘베있는 원룸,21.06.07.,"1,000",35,"['25년이내', '융자금없는', '역세권']",오르는공인중개사사무소,남동향
2114709318,1144012500,마포구 ,DOC,월세,원룸,16,3/5,역세권 신축급 풀옵션 원룸,21.06.07.,"1,000",40,"['15년이내', '융자금없는', '역세권']",연오공인중개사무소,동향
2114736491,1144011500,마포구 ,DOC,월세,원룸,23,고/4,홍대후문 바로앞 예쁜원룸 홍대학생 추천,21.06.07.,"1,000",55,"['4년이내', '융자금없는', '역세권']",홍대원 공인중개사사무소,서향
2114762281,1144012000,마포구 ,DOC,월세,원룸,23,2/5,NaN,21.06.07.,"1,000",60,"['25년이내', '융자금없는', '역세권']",디자인공인중개사사무소,북향
2114774929,1144011000,마포구 ,DOC,월세,원룸,21,3/5,역세권 원룸,21.06.07.,"2,000",30,"['25년이내', '융자금없는', '역세권']",청록공인중개사사무소,남향
2114902485,1144012300,마포구 ,DOC,월세,원룸,17,3/4,망원역 역세권 신축 빌트인 옵션 완비 깔끔 원룸,21.06.08.,"3,000",50,"['4년이내', '융자금없는', '소형평수']",영웅공인중개사사무소,동향
2114860966,1144011200,마포구 ,DOC,월세,원룸,32,4/5,한강변소형오피스텔,21.06.08.,500,50,"['10년이내', '융자금적은', '소형평수']",모아부동산공인중개사사무소,북서향
